id,invoice_id,amount,date,method
PAY-00592,INV-00592,11356.13,2025-07-05,wire
PAY-00593,INV-00593,7809.49,2025-12-27,check
PAY-00594,INV-00594,6014.92,2025-06-29,ACH
PAY-00595,INV-00595,7709.1,2025-03-07,credit_card
PAY-00596,INV-00596,4109.22,2025-10-08,ACH
PAY-00597,INV-00597,1349.52,2026-01-15,ACH
PAY-00599,INV-00599,5644.58,2025-12-30,wire
PAY-00600,INV-00600,4522.65,2025-03-24,wire
PAY-00601,INV-00601,5334.84,2025-01-07,wire
PAY-00602,INV-00602,7239.97,2025-10-23,wire
PAY-00603,INV-00603,4750.26,2025-11-09,credit_card
PAY-00604,INV-00604,7410.68,2025-12-09,wire
PAY-00605,INV-00605,5025.19,2025-07-18,check
PAY-00606,INV-00606,92100.36,2025-10-14,wire
PAY-00607,INV-00607,4231.62,2025-05-15,credit_card
PAY-00608,INV-00608,113779.95,2025-01-30,ACH
PAY-00609,INV-00609,6113.6,2026-01-10,credit_card
PAY-00610,INV-00610,2155.42,2025-09-05,check
PAY-00611,INV-00611,1099.68,2025-03-12,check
PAY-00612,INV-00612,5127.0,2025-01-01,check
PAY-00613,INV-00613,7704.4,2025-11-13,credit_card
PAY-00614,INV-00614,5189.94,2025-05-04,wire
PAY-00615,INV-00615,5289.68,2025-01-18,ACH
PAY-00616,INV-00616,19054.5,2025-06-17,check
PAY-00617,INV-00617,7268.64,2025-08-18,credit_card
PAY-00618,INV-00618,2305.42,2025-04-09,credit_card
PAY-00619,INV-00619,38657.81,2026-01-04,ACH
PAY-00622,INV-00622,7444.42,2025-04-28,wire
PAY-00623,INV-00623,3253.12,2025-10-06,wire
PAY-00624,INV-00624,1079.01,2025-03-23,wire
PAY-00626,INV-00626,107979.25,2025-11-04,ACH
PAY-00627,INV-00627,32209.65,2025-04-11,ACH
PAY-00628,INV-00628,12727.9,2025-03-12,wire
PAY-00629,INV-00629,4963.49,2025-02-06,ACH
PAY-00630,INV-00630,25000.42,2025-07-03,ACH
PAY-00631,INV-00631,32083.88,2025-07-24,credit_card
PAY-00632,INV-00632,5119.98,2025-05-16,ACH
PAY-00633,INV-00633,5635.53,2025-09-10,ACH
PAY-00634,INV-00634,5415.57,2025-04-19,wire
PAY-00635,INV-00635,1593.64,2025-04-28,check
PAY-00636,INV-00636,30885.36,2026-01-08,ACH
PAY-00639,INV-00639,29456.43,2025-03-25,ACH
PAY-00640,INV-00640,32621.6,2025-11-21,credit_card
PAY-00643,INV-00643,4314.05,2025-08-14,ACH
PAY-00644,INV-00644,7750.94,2025-06-03,ACH
PAY-00645,INV-00645,3001.77,2025-09-20,credit_card
PAY-00646,INV-00646,2569.09,2025-06-06,wire
PAY-00647,INV-00647,38219.07,2025-05-24,credit_card
PAY-00648,INV-00648,26435.69,2025-05-09,ACH
PAY-00649,INV-00649,7779.03,2025-08-03,ACH
PAY-00650,INV-00650,6500.79,2025-03-19,credit_card
PAY-00653,INV-00653,6796.42,2025-11-29,credit_card
PAY-00654,INV-00654,67850.0,2026-01-15,credit_card
PAY-00655,INV-00655,2231.84,2025-04-16,wire
PAY-00656,INV-00656,26164.91,2025-01-01,check
PAY-00657,INV-00657,1531.35,2025-06-21,wire
PAY-00659,INV-00659,5127.95,2024-11-28,check
PAY-00660,INV-00660,2846.73,2025-02-11,credit_card
PAY-00662,INV-00662,7878.73,2025-07-27,check
PAY-00663,INV-00663,2683.85,2025-12-04,wire
PAY-00664,INV-00664,4377.27,2025-03-02,wire
PAY-00665,INV-00665,11292.0,2026-01-03,wire
PAY-00666,INV-00666,20878.83,2025-11-30,check
PAY-00667,INV-00667,16342.62,2026-01-04,wire
PAY-00668,INV-00668,4428.63,2026-01-02,credit_card
PAY-00669,INV-00669,4627.59,2026-01-05,check
PAY-00670,INV-00670,5840.36,2025-01-19,check
PAY-00671,INV-00671,5198.4,2025-10-09,wire
PAY-00672,INV-00672,6915.58,2025-06-08,check
PAY-00673,INV-00673,4916.47,2025-10-26,ACH
PAY-00674,INV-00674,26691.81,2025-12-07,ACH
PAY-00677,INV-00677,28132.36,2025-08-26,check
PAY-00678,INV-00678,15475.31,2025-03-02,ACH
PAY-00679,INV-00679,4628.53,2024-12-11,credit_card
PAY-00680,INV-00680,5718.72,2025-12-10,credit_card
PAY-00681,INV-00681,4127.47,2026-01-08,credit_card
PAY-00682,INV-00682,72539.12,2025-12-06,ACH
PAY-00683,INV-00683,4397.79,2025-06-05,credit_card
PAY-00685,INV-00685,6860.52,2025-02-25,credit_card
PAY-00687,INV-00687,15509.94,2025-09-25,wire
PAY-00688,INV-00688,7700.85,2025-04-09,check
PAY-00690,INV-00690,25602.23,2025-07-20,credit_card
PAY-00692,INV-00692,23699.56,2025-04-18,ACH
PAY-00693,INV-00693,98234.39,2024-12-29,ACH
PAY-00694,INV-00694,3889.3,2025-08-20,wire
PAY-00695,INV-00695,6387.08,2025-08-23,wire
PAY-00696,INV-00696,11657.41,2025-12-13,credit_card
PAY-00698,INV-00698,5852.58,2025-08-11,check
PAY-00699,INV-00699,4001.57,2025-09-05,credit_card
PAY-00700,INV-00700,36224.75,2025-05-03,wire
PAY-00701,INV-00701,64111.56,2025-04-03,credit_card
PAY-00703,INV-00703,7574.58,2025-12-11,check
PAY-00704,INV-00704,880.45,2025-08-20,ACH
PAY-00705,INV-00705,1842.37,2025-07-29,credit_card
PAY-00706,INV-00706,33610.47,2026-01-06,check
PAY-00707,INV-00707,1488.46,2025-05-12,credit_card
PAY-00708,INV-00708,2237.71,2025-10-05,wire
PAY-00709,INV-00709,37104.25,2025-03-21,ACH
PAY-00710,INV-00710,4089.89,2025-09-13,wire
PAY-00712,INV-00712,21134.12,2025-06-10,ACH
PAY-00713,INV-00713,3378.62,2025-09-09,wire
PAY-00715,INV-00715,79607.55,2025-05-17,wire
PAY-00716,INV-00716,6605.5,2025-03-04,wire
PAY-00717,INV-00717,2132.09,2026-01-05,check
PAY-00718,INV-00718,73125.58,2025-08-03,ACH
PAY-00719,INV-00719,77027.64,2025-12-03,check
PAY-00720,INV-00720,4870.45,2026-01-02,check
PAY-00721,INV-00721,3269.17,2026-01-14,wire
PAY-00722,INV-00722,6091.47,2024-12-14,credit_card
PAY-00723,INV-00723,3361.74,2025-07-22,wire
PAY-00724,INV-00724,3629.27,2024-12-12,ACH
PAY-00726,INV-00726,27478.5,2026-01-02,check
PAY-00727,INV-00727,1848.48,2025-04-04,ACH
PAY-00728,INV-00728,69815.7,2025-05-25,wire
PAY-00729,INV-00729,17843.95,2025-05-24,wire
PAY-00730,INV-00730,5976.39,2025-12-05,check
PAY-00731,INV-00731,71694.95,2025-07-21,credit_card
PAY-00732,INV-00732,5252.66,2025-03-09,ACH
PAY-00733,INV-00733,6338.95,2025-09-16,check
PAY-00734,INV-00734,1756.31,2025-09-20,wire
PAY-00736,INV-00736,21966.61,2025-10-07,check
PAY-00737,INV-00737,26552.92,2026-01-10,check
PAY-00738,INV-00738,64665.32,2025-04-18,credit_card
PAY-00740,INV-00740,4219.61,2025-02-25,credit_card
PAY-00741,INV-00741,25221.51,2025-11-16,ACH
PAY-00742,INV-00742,4071.74,2025-12-22,wire
PAY-00743,INV-00743,2469.69,2025-06-17,wire
PAY-00744,INV-00744,28900.67,2025-06-03,credit_card
PAY-00745,INV-00745,7385.32,2025-04-23,credit_card
PAY-00746,INV-00746,6298.63,2025-07-07,credit_card
PAY-00747,INV-00747,16809.23,2025-06-08,check
PAY-00748,INV-00748,1232.74,2025-07-30,ACH
PAY-00749,INV-00749,11757.78,2025-10-28,check
PAY-00750,INV-00750,7683.47,2025-02-18,wire
PAY-00751,INV-00751,7753.74,2025-01-10,check
PAY-00752,INV-00752,6270.19,2025-09-26,check
PAY-00755,INV-00755,1579.04,2025-12-25,credit_card
PAY-00758,INV-00758,1637.06,2025-10-09,ACH
PAY-00759,INV-00759,3770.43,2025-06-24,ACH
PAY-00760,INV-00760,4754.33,2025-12-14,credit_card
PAY-00762,INV-00762,3947.3,2024-12-12,ACH
PAY-00763,INV-00763,5455.51,2025-11-26,credit_card
PAY-00765,INV-00765,23919.32,2025-01-20,check
PAY-00766,INV-00766,920.41,2025-09-05,ACH
PAY-00767,INV-00767,37903.14,2025-08-30,ACH
PAY-00768,INV-00768,27884.1,2025-07-29,credit_card
PAY-00769,INV-00769,5244.96,2025-12-11,check
PAY-00770,INV-00770,33611.46,2025-01-07,credit_card
PAY-00771,INV-00771,12092.44,2025-01-14,ACH
PAY-00772,INV-00772,33732.94,2025-12-08,ACH
PAY-00773,INV-00773,14586.27,2026-01-02,ACH
PAY-00775,INV-00775,10521.38,2025-06-12,check
PAY-00776,INV-00776,33259.41,2025-03-12,ACH
PAY-00777,INV-00777,3878.14,2025-05-27,credit_card
PAY-00778,INV-00778,6698.63,2025-04-04,credit_card
PAY-00780,INV-00780,6857.42,2025-11-27,check
PAY-00781,INV-00781,1822.43,2025-06-08,wire
PAY-00782,INV-00782,100515.37,2025-05-07,credit_card
PAY-00783,INV-00783,1685.34,2025-11-27,wire
PAY-00784,INV-00784,3643.0,2025-09-07,ACH
PAY-00785,INV-00785,2208.37,2025-10-25,wire
PAY-00786,INV-00786,2121.24,2025-12-26,wire
PAY-00787,INV-00787,1956.16,2025-02-11,credit_card
PAY-00788,INV-00788,31110.93,2026-01-10,check
PAY-00789,INV-00789,26127.26,2025-10-07,check
PAY-00791,INV-00791,4051.17,2025-08-05,credit_card
PAY-00792,INV-00792,109825.18,2025-05-28,check
PAY-00794,INV-00794,44051.15,2025-07-15,credit_card
PAY-00796,INV-00796,29615.66,2026-01-12,ACH
PAY-00797,INV-00797,6288.76,2025-06-29,wire
PAY-00798,INV-00798,5204.79,2024-12-01,credit_card
PAY-00799,INV-00799,6146.66,2025-07-11,credit_card
PAY-00800,INV-00800,113224.33,2025-03-05,wire
PAY-00801,INV-00801,3372.16,2025-12-20,credit_card
PAY-00802,INV-00802,97357.55,2025-03-18,credit_card
PAY-00803,INV-00803,7543.61,2025-04-18,check
PAY-00804,INV-00804,19802.52,2025-03-18,wire
PAY-00805,INV-00805,34034.59,2025-06-05,wire
PAY-00806,INV-00806,5549.8,2025-06-15,check
PAY-00807,INV-00807,1101.28,2026-01-06,wire
PAY-00808,INV-00808,10267.43,2025-07-22,check
PAY-00809,INV-00809,4054.29,2025-12-21,ACH
PAY-00810,INV-00810,7605.87,2025-01-01,wire
PAY-00811,INV-00811,4950.18,2025-06-20,ACH
PAY-00812,INV-00812,32624.37,2025-12-05,wire
PAY-00814,INV-00814,5810.83,2024-12-17,ACH
PAY-00816,INV-00816,23468.91,2025-03-19,wire
PAY-00819,INV-00819,5790.89,2025-07-07,check
PAY-00820,INV-00820,5668.6,2025-10-29,ACH
PAY-00821,INV-00821,26613.27,2025-08-09,ACH
PAY-00822,INV-00822,6359.63,2025-12-07,ACH
PAY-00823,INV-00823,5536.68,2025-03-28,credit_card
PAY-00824,INV-00824,3207.99,2025-06-13,ACH
PAY-00825,INV-00825,2810.64,2025-08-19,credit_card
PAY-00826,INV-00826,20487.65,2025-01-19,check
PAY-00828,INV-00828,31463.99,2025-05-04,check
PAY-00829,INV-00829,24453.48,2025-12-02,wire
PAY-00830,INV-00830,6478.15,2025-06-23,wire
PAY-00831,INV-00831,66345.18,2025-07-17,ACH
PAY-00832,INV-00832,11278.03,2025-08-09,ACH
PAY-00833,INV-00833,119433.3,2025-08-04,check
PAY-00834,INV-00834,6637.11,2025-03-04,ACH
PAY-00835,INV-00835,4862.41,2025-12-11,ACH
PAY-00836,INV-00836,5271.85,2025-07-24,wire
PAY-00837,INV-00837,1953.61,2025-05-29,wire
PAY-00838,INV-00838,34574.82,2025-01-02,credit_card
PAY-00839,INV-00839,4508.15,2025-12-29,check
PAY-00840,INV-00840,112090.74,2025-10-26,credit_card
PAY-00841,INV-00841,36396.99,2025-01-18,credit_card
PAY-00842,INV-00842,66049.14,2025-08-15,check
PAY-00844,INV-00844,2785.13,2025-02-28,ACH
PAY-00845,INV-00845,12930.11,2025-03-22,check
PAY-00847,INV-00847,398.18,2025-12-27,check
PAY-00848,INV-00848,2040.51,2025-04-12,wire
PAY-00850,INV-00850,77023.54,2025-07-11,ACH
PAY-00852,INV-00852,5736.0,2025-08-27,ACH
PAY-00853,INV-00853,3680.69,2025-08-14,wire
PAY-00857,INV-00857,3255.81,2025-03-16,credit_card
PAY-00858,INV-00858,10017.86,2026-01-02,ACH
PAY-00859,INV-00859,3227.82,2026-01-13,ACH
PAY-00860,INV-00860,4243.33,2025-06-07,check
PAY-00861,INV-00861,4068.7,2025-08-30,check
PAY-00862,INV-00862,2380.17,2025-12-14,ACH
PAY-00863,INV-00863,896.39,2025-02-12,credit_card
PAY-00864,INV-00864,5164.75,2025-10-04,check
PAY-00865,INV-00865,3995.16,2025-01-05,check
PAY-00867,INV-00867,18171.78,2024-12-20,wire
PAY-00868,INV-00868,20073.84,2025-06-25,check
PAY-00869,INV-00869,4179.15,2025-03-06,ACH
PAY-00870,INV-00870,2475.43,2025-08-10,credit_card
PAY-00871,INV-00871,7149.84,2025-09-18,credit_card
PAY-00872,INV-00872,1230.13,2025-09-17,wire
PAY-00873,INV-00873,43462.21,2026-01-10,ACH
PAY-00875,INV-00875,46661.89,2025-08-28,wire
PAY-00877,INV-00877,4225.49,2025-08-30,check
PAY-00878,INV-00878,27240.55,2025-07-08,check
PAY-00879,INV-00879,2488.66,2025-09-22,check
PAY-00880,INV-00880,4938.98,2026-01-09,credit_card
PAY-00881,INV-00881,3104.87,2025-11-11,credit_card
PAY-00882,INV-00882,19501.0,2025-11-25,credit_card
PAY-00883,INV-00883,35831.38,2025-12-15,credit_card
PAY-00884,INV-00884,7528.72,2025-10-02,check
PAY-00885,INV-00885,5949.61,2025-05-23,credit_card
PAY-00886,INV-00886,3765.42,2024-12-14,ACH
PAY-00887,INV-00887,3593.29,2024-12-13,wire
PAY-00888,INV-00888,39191.6,2025-12-30,wire
PAY-00889,INV-00889,62201.91,2025-08-08,check
PAY-00890,INV-00890,75070.61,2025-04-13,credit_card
PAY-00892,INV-00892,5537.54,2025-08-19,check
PAY-00894,INV-00894,35959.77,2025-06-24,check
PAY-00895,INV-00895,4882.45,2024-12-18,ACH
PAY-00896,INV-00896,7774.43,2025-11-07,credit_card
PAY-00897,INV-00897,3310.29,2025-05-25,check
PAY-00898,INV-00898,21632.76,2025-08-30,credit_card
PAY-00899,INV-00899,6045.87,2024-12-18,wire
PAY-00900,INV-00900,5292.12,2025-09-09,credit_card
PAY-00901,INV-00901,13273.37,2025-05-09,ACH
PAY-00902,INV-00902,2077.9,2025-09-16,credit_card
PAY-00903,INV-00903,754.11,2025-01-16,wire
PAY-00904,INV-00904,62236.6,2025-03-14,ACH
PAY-00905,INV-00905,997.75,2025-06-06,credit_card
PAY-00906,INV-00906,5311.94,2025-03-29,ACH
PAY-00907,INV-00907,5212.22,2025-11-22,check
PAY-00908,INV-00908,25790.56,2025-05-13,credit_card
PAY-00909,INV-00909,5656.0,2025-12-07,ACH
PAY-00910,INV-00910,35951.95,2025-05-31,credit_card
PAY-00912,INV-00912,2451.18,2025-04-23,check
PAY-00915,INV-00915,22295.89,2025-05-06,ACH
PAY-00916,INV-00916,32736.22,2025-10-30,check
PAY-00917,INV-00917,5632.0,2025-05-11,credit_card
PAY-00918,INV-00918,3376.22,2025-02-19,ACH
PAY-00921,INV-00921,17981.54,2025-03-30,credit_card
PAY-00922,INV-00922,21382.97,2024-12-07,wire
PAY-00923,INV-00923,2849.52,2026-01-07,wire
PAY-00925,INV-00925,36243.51,2025-07-21,check
PAY-00927,INV-00927,2451.68,2025-07-26,check
PAY-00928,INV-00928,65775.97,2025-07-11,ACH
PAY-00930,INV-00930,4876.61,2025-11-28,credit_card
PAY-00932,INV-00932,3301.69,2025-07-29,wire
PAY-00935,INV-00935,2085.25,2025-12-26,ACH
PAY-00937,INV-00937,2061.67,2025-02-02,wire
PAY-00938,INV-00938,6547.65,2025-02-18,ACH
PAY-00939,INV-00939,3255.93,2025-01-28,credit_card
PAY-00940,INV-00940,19788.77,2025-03-22,credit_card
PAY-00942,INV-00942,4454.59,2025-06-23,wire
PAY-00943,INV-00943,4082.09,2025-01-04,credit_card
PAY-00944,INV-00944,857.96,2025-05-02,ACH
PAY-00945,INV-00945,1208.63,2025-07-24,ACH
PAY-00947,INV-00947,18753.51,2025-01-23,wire
PAY-00948,INV-00948,100783.41,2025-05-10,check
PAY-00949,INV-00949,1086.65,2025-11-21,ACH
PAY-00950,INV-00950,5465.66,2026-01-01,wire
PAY-00952,INV-00952,1513.35,2025-12-13,credit_card
PAY-00953,INV-00953,5938.54,2024-12-17,check
PAY-00954,INV-00954,1145.7,2025-11-13,wire
PAY-00955,INV-00955,110241.53,2025-12-21,wire
PAY-00956,INV-00956,49483.14,2025-12-15,wire
PAY-00957,INV-00957,6857.22,2025-03-29,credit_card
PAY-00959,INV-00959,30000.16,2025-12-18,check
PAY-00960,INV-00960,9092.93,2025-07-03,wire
PAY-00962,INV-00962,36817.46,2025-05-05,check
PAY-00964,INV-00964,7782.06,2025-01-08,credit_card
PAY-00965,INV-00965,4121.67,2025-03-13,check
PAY-00966,INV-00966,2260.39,2025-12-01,wire
PAY-00967,INV-00967,6709.62,2025-11-27,credit_card
PAY-00968,INV-00968,2180.72,2025-05-18,wire
PAY-00969,INV-00969,107771.36,2025-03-06,credit_card
PAY-00971,INV-00971,4718.55,2024-12-21,wire
PAY-00972,INV-00972,3811.38,2025-02-21,ACH
PAY-00973,INV-00973,33670.63,2025-10-24,check
PAY-00974,INV-00974,4287.67,2025-11-09,check
PAY-00975,INV-00975,5487.46,2025-04-08,check
PAY-00977,INV-00977,10095.45,2025-07-31,wire
PAY-00978,INV-00978,7151.39,2025-07-24,credit_card
PAY-00980,INV-00980,36002.4,2025-12-21,check
PAY-00981,INV-00981,14792.33,2025-01-02,ACH
PAY-00982,INV-00982,32591.96,2025-04-19,check
PAY-00983,INV-00983,1979.72,2025-01-13,credit_card
PAY-00984,INV-00984,7939.43,2025-06-05,credit_card
PAY-00986,INV-00986,1328.31,2025-06-13,credit_card
PAY-00987,INV-00987,858.0,2025-12-28,wire
PAY-00988,INV-00988,6093.19,2024-12-29,check
PAY-00989,INV-00989,25844.21,2024-12-24,credit_card
PAY-00990,INV-00990,30812.93,2025-06-27,ACH
PAY-00991,INV-00991,1234.91,2025-06-28,check
PAY-00992,INV-00992,3846.23,2025-10-28,credit_card
PAY-00993,INV-00993,3460.87,2025-01-24,check
PAY-00994,INV-00994,7799.54,2025-02-15,ACH
PAY-00995,INV-00995,7760.24,2025-12-10,ACH
PAY-00996,INV-00996,3269.99,2025-05-13,wire
PAY-00997,INV-00997,4788.24,2025-11-04,ACH
PAY-01000,INV-01000,20833.1,2025-06-08,check
PAY-01001,INV-01001,9848.28,2025-03-21,credit_card
PAY-01002,INV-01002,5185.78,2025-01-01,check
PAY-01003,INV-01003,6603.69,2025-05-29,ACH
PAY-01004,INV-01004,27053.82,2025-05-13,credit_card
PAY-01006,INV-01006,31269.55,2026-01-05,credit_card
PAY-01007,INV-01007,38683.19,2025-11-30,credit_card
PAY-01008,INV-01008,23674.04,2025-01-18,wire
PAY-01009,INV-01009,3777.63,2025-08-29,ACH
PAY-01010,INV-01010,1761.17,2025-05-20,ACH
PAY-01011,INV-01011,28751.3,2025-08-31,wire
PAY-01012,INV-01012,1568.45,2025-09-11,check
PAY-01014,INV-01014,38227.5,2025-08-16,credit_card
PAY-01015,INV-01015,6011.73,2025-06-27,credit_card
PAY-01016,INV-01016,6222.34,2025-10-11,credit_card
PAY-01017,INV-01017,6847.08,2026-01-09,ACH
PAY-01018,INV-01018,115261.26,2025-07-02,ACH
PAY-01019,INV-01019,5155.47,2025-02-21,check
PAY-01020,INV-01020,6818.29,2025-08-19,wire
PAY-01021,INV-01021,4505.67,2025-06-23,wire
PAY-01022,INV-01022,5078.34,2025-11-11,credit_card
PAY-01023,INV-01023,2460.2,2025-07-23,check
PAY-01025,INV-01025,4073.97,2025-04-17,credit_card
PAY-01026,INV-01026,1108.62,2025-05-28,credit_card
PAY-01027,INV-01027,1425.62,2025-03-30,check
PAY-01028,INV-01028,21194.24,2025-12-28,ACH
PAY-01029,INV-01029,2608.51,2025-02-11,wire
PAY-01030,INV-01030,39304.17,2025-11-03,wire
PAY-01032,INV-01032,10966.7,2025-06-22,credit_card
PAY-01033,INV-01033,990.2,2025-11-22,ACH
PAY-01035,INV-01035,20195.5,2025-07-27,wire
PAY-01036,INV-01036,1412.88,2025-10-04,credit_card
PAY-01037,INV-01037,42454.82,2025-03-30,ACH
PAY-01038,INV-01038,4788.65,2024-11-29,check
PAY-01039,INV-01039,3245.96,2026-01-15,check
PAY-01040,INV-01040,45040.95,2025-01-19,wire
PAY-01041,INV-01041,3001.91,2024-12-26,check
PAY-01042,INV-01042,1436.2,2025-07-14,check
PAY-01043,INV-01043,9463.75,2025-02-03,ACH
PAY-01044,INV-01044,891.52,2025-05-15,credit_card
PAY-01045,INV-01045,106458.27,2025-12-19,wire
PAY-01046,INV-01046,5381.91,2025-08-25,credit_card
PAY-01047,INV-01047,8594.14,2026-01-05,credit_card
PAY-01048,INV-01048,55539.12,2025-11-06,ACH
PAY-01049,INV-01049,830.53,2025-01-16,wire
PAY-01050,INV-01050,6316.22,2025-06-07,wire
PAY-01052,INV-01052,25460.73,2025-04-22,check
PAY-01053,INV-01053,5508.95,2025-12-20,credit_card
PAY-01054,INV-01054,49963.16,2025-05-05,check
PAY-01055,INV-01055,2145.54,2025-09-04,check
PAY-01056,INV-01056,6050.61,2025-01-08,check
PAY-01058,INV-01058,3199.32,2025-02-08,wire
PAY-01059,INV-01059,30159.28,2025-10-18,check
PAY-01061,INV-01061,7520.86,2025-09-07,check
PAY-01063,INV-01063,18098.94,2025-03-12,credit_card
PAY-01064,INV-01064,23741.39,2024-12-19,ACH
PAY-01065,INV-01065,32645.85,2024-12-25,check
PAY-01066,INV-01066,22801.48,2025-12-08,credit_card
PAY-01067,INV-01067,3982.0,2025-05-26,wire
PAY-01068,INV-01068,3507.1,2025-04-28,ACH
PAY-01069,INV-01069,20822.8,2025-11-22,ACH
PAY-01070,INV-01070,24269.32,2025-10-30,wire
PAY-01071,INV-01071,4879.72,2025-10-28,wire
PAY-01072,INV-01072,2547.65,2025-09-10,wire
PAY-01073,INV-01073,7261.07,2025-08-22,wire
PAY-01075,INV-01075,2969.31,2025-03-13,credit_card
PAY-01077,INV-01077,7976.32,2025-01-25,credit_card
PAY-01078,INV-01078,59750.53,2024-12-28,wire
PAY-01080,INV-01080,20353.83,2025-11-14,ACH
PAY-01081,INV-01081,7575.16,2025-10-02,wire
PAY-01082,INV-01082,6339.83,2025-01-20,ACH
PAY-01083,INV-01083,1652.68,2025-12-17,credit_card
PAY-01084,INV-01084,2031.53,2025-08-19,ACH
PAY-01085,INV-01085,4771.36,2025-08-30,credit_card
PAY-01086,INV-01086,5667.68,2024-12-28,ACH
PAY-01087,INV-01087,2044.19,2025-09-22,ACH
PAY-01088,INV-01088,7323.59,2025-02-05,wire
PAY-01089,INV-01089,38428.39,2025-08-17,credit_card
PAY-01090,INV-01090,5027.82,2025-11-26,credit_card
PAY-01091,INV-01091,2012.77,2025-10-03,ACH
PAY-01092,INV-01092,7094.3,2025-05-10,credit_card
PAY-01093,INV-01093,35834.79,2025-04-05,credit_card
PAY-01094,INV-01094,2368.51,2025-07-24,wire
PAY-01096,INV-01096,30428.82,2025-03-19,wire
PAY-01097,INV-01097,39836.07,2026-01-02,wire
PAY-01098,INV-01098,22712.26,2025-12-04,credit_card
PAY-01099,INV-01099,3077.43,2025-08-04,credit_card
PAY-01100,INV-01100,5527.22,2025-09-06,ACH
PAY-01101,INV-01101,115001.84,2025-04-10,ACH
PAY-01102,INV-01102,2706.08,2025-11-26,ACH
PAY-01103,INV-01103,14563.83,2025-03-20,credit_card
PAY-01104,INV-01104,858.17,2025-03-13,credit_card
PAY-01105,INV-01105,5677.6,2025-07-30,ACH
PAY-01106,INV-01106,7315.67,2025-08-10,ACH
PAY-01107,INV-01107,6653.95,2025-09-08,check
PAY-01108,INV-01108,10846.65,2025-02-24,wire
PAY-01109,INV-01109,38954.75,2025-05-02,ACH
PAY-01110,INV-01110,1802.16,2025-09-16,wire
PAY-01111,INV-01111,995.12,2025-10-29,ACH
PAY-01112,INV-01112,25960.42,2025-02-02,credit_card
PAY-01113,INV-01113,2389.55,2025-12-01,check
PAY-01114,INV-01114,1814.98,2025-09-04,check
PAY-01115,INV-01115,3013.29,2026-01-11,ACH
PAY-01116,INV-01116,659.1,2025-10-27,ACH
PAY-01117,INV-01117,2326.59,2025-01-27,wire
PAY-01119,INV-01119,2881.54,2025-09-29,check
PAY-01120,INV-01120,34642.72,2025-11-04,credit_card
PAY-01121,INV-01121,5655.12,2024-12-31,wire
PAY-01123,INV-01123,7940.09,2025-03-31,check
PAY-01124,INV-01124,4305.68,2025-10-17,ACH
PAY-01125,INV-01125,3680.13,2025-12-12,check
PAY-01126,INV-01126,3486.83,2025-08-14,credit_card
PAY-01127,INV-01127,1669.09,2025-02-08,ACH
PAY-01128,INV-01128,4528.98,2025-04-17,wire
PAY-01129,INV-01129,14912.9,2025-07-18,ACH
PAY-01131,INV-01131,19159.43,2025-06-23,wire
PAY-01132,INV-01132,108499.96,2025-08-22,check
PAY-01133,INV-01133,6222.13,2025-12-05,credit_card
PAY-01134,INV-01134,932.78,2025-03-13,ACH
PAY-01136,INV-01136,26190.25,2025-10-29,ACH
PAY-01137,INV-01137,6811.37,2025-03-27,wire
PAY-01138,INV-01138,7324.62,2025-05-28,wire
PAY-01139,INV-01139,38868.92,2025-06-18,check
PAY-01140,INV-01140,5271.35,2025-12-21,ACH
PAY-01141,INV-01141,18928.96,2025-03-24,ACH
PAY-01142,INV-01142,19589.48,2025-06-25,ACH
PAY-01143,INV-01143,1507.49,2025-02-19,ACH
PAY-01145,INV-01145,3565.94,2024-12-04,wire
PAY-01146,INV-01146,14686.68,2026-01-06,wire
PAY-01149,INV-01149,31491.91,2025-08-18,wire
PAY-01150,INV-01150,86507.83,2025-09-25,wire
PAY-01151,INV-01151,1251.33,2025-02-16,ACH
PAY-01152,INV-01152,7632.96,2025-10-08,wire
PAY-01153,INV-01153,3598.45,2025-06-06,ACH
PAY-01154,INV-01154,843.16,2024-12-14,wire
PAY-01156,INV-01156,3386.44,2025-02-04,check
PAY-01157,INV-01157,105680.26,2025-02-08,credit_card
PAY-01159,INV-01159,6149.39,2025-11-22,ACH
PAY-01160,INV-01160,6247.32,2025-08-13,wire
PAY-01161,INV-01161,1518.17,2025-03-11,check
PAY-01162,INV-01162,112384.75,2025-03-31,check
PAY-01163,INV-01163,5315.77,2025-03-17,ACH
PAY-01165,INV-01165,32741.75,2025-09-09,credit_card
PAY-01166,INV-01166,18585.09,2024-12-30,check
PAY-01167,INV-01167,5478.07,2025-08-10,check
PAY-01168,INV-01168,28799.33,2025-06-21,credit_card
PAY-01169,INV-01169,2901.05,2025-07-26,check
PAY-01170,INV-01170,5781.05,2025-12-01,credit_card
PAY-01171,INV-01171,6017.94,2025-03-07,wire
PAY-01173,INV-01173,6182.86,2025-08-20,ACH
PAY-01175,INV-01175,27912.19,2025-07-10,ACH
PAY-01176,INV-01176,5384.28,2025-03-25,check
PAY-01177,INV-01177,38263.94,2025-08-21,check
PAY-01179,INV-01179,5202.29,2025-12-17,credit_card
PAY-01180,INV-01180,6089.0,2025-07-15,check
PAY-01181,INV-01181,5242.5,2025-09-27,credit_card
PAY-01182,INV-01182,22302.68,2025-11-23,wire
PAY-01183,INV-01183,4946.59,2025-01-25,ACH
PAY-01185,INV-01185,4670.45,2025-08-01,credit_card
