id,customer_id,amount,issue_date,due_date,status,paid_amount
INV-01230,CUST-0129,11341.59,2025-03-09,2025-04-23,paid,11341.59
INV-01231,CUST-0059,9630.35,2025-11-15,2025-12-30,partial,2887.39
INV-01232,CUST-0098,4437.28,2025-06-21,2025-07-21,paid,4437.28
INV-01233,CUST-0131,84387.32,2025-06-11,2025-08-10,paid,84387.32
INV-01234,CUST-0082,38175.16,2025-12-22,2026-02-20,disputed,0.0
INV-01235,CUST-0083,2639.88,2025-09-29,2025-10-29,paid,2639.88
INV-01236,CUST-0086,31152.86,2025-08-13,2025-10-12,paid,31152.86
INV-01237,CUST-0034,17619.9,2025-07-30,2025-09-13,overdue,0.0
INV-01238,CUST-0099,7153.95,2025-12-02,2026-01-01,paid,7153.95
INV-01239,CUST-0049,29663.1,2025-10-09,2025-11-23,paid,29663.1
INV-01240,CUST-0052,30226.93,2025-04-17,2025-06-01,paid,30226.93
INV-01241,CUST-0065,31577.43,2024-10-23,2024-12-07,paid,31577.43
INV-01242,CUST-0031,1007.81,2025-06-06,2025-07-06,overdue,0.0
INV-01243,CUST-0071,116748.69,2025-01-24,2025-03-25,paid,116748.69
INV-01244,CUST-0137,22972.07,2024-10-27,2024-12-11,paid,22972.07
INV-01245,CUST-0144,59024.69,2024-12-12,2025-02-10,paid,59024.69
INV-01246,CUST-0003,37501.96,2024-10-22,2024-12-06,paid,37501.96
INV-01247,CUST-0067,6893.56,2025-08-13,2025-09-12,paid,6893.56
INV-01248,CUST-0075,5297.12,2025-12-26,2026-01-25,open,0.0
INV-01249,CUST-0035,7050.37,2025-08-30,2025-09-29,paid,7050.37
INV-01250,CUST-0089,5038.7,2025-02-26,2025-03-28,paid,5038.7
INV-01251,CUST-0141,30272.79,2025-09-02,2025-10-17,paid,30272.79
INV-01252,CUST-0092,5978.58,2025-09-25,2025-10-25,paid,5978.58
INV-01253,CUST-0150,5919.52,2025-11-22,2025-12-22,paid,5919.52
INV-01254,CUST-0053,3816.39,2024-11-23,2024-12-23,paid,3816.39
INV-01255,CUST-0102,20611.96,2025-10-28,2025-12-12,paid,20611.96
INV-01256,CUST-0118,6616.98,2025-10-13,2025-11-12,paid,6616.98
INV-01257,CUST-0047,14871.55,2025-02-18,2025-04-04,paid,14871.55
INV-01258,CUST-0037,19923.83,2025-12-10,2026-01-24,open,0.0
INV-01259,CUST-0104,5932.3,2025-11-25,2025-12-25,paid,5932.3
INV-01260,CUST-0029,601.64,2024-11-18,2024-12-18,paid,601.64
INV-01261,CUST-0037,25987.3,2025-02-28,2025-04-14,paid,25987.3
INV-01262,CUST-0022,9873.05,2025-10-04,2025-11-18,paid,9873.05
INV-01263,CUST-0079,21761.79,2025-07-30,2025-09-13,paid,21761.79
INV-01264,CUST-0012,74464.21,2025-11-24,2026-01-23,open,0.0
INV-01265,CUST-0107,5042.36,2025-11-04,2025-12-19,paid,5042.36
INV-01266,CUST-0099,7131.68,2025-01-29,2025-02-28,paid,7131.68
INV-01267,CUST-0029,1263.02,2025-09-23,2025-10-23,paid,1263.02
INV-01268,CUST-0022,26157.72,2025-12-24,2026-02-07,open,0.0
INV-01269,CUST-0086,38136.55,2025-03-14,2025-05-13,paid,38136.55
INV-01270,CUST-0027,7371.76,2025-08-30,2025-09-29,overdue,0.0
INV-01271,CUST-0020,516.34,2024-12-08,2025-01-07,paid,516.34
INV-01272,CUST-0123,1004.85,2024-11-24,2024-12-24,paid,1004.85
INV-01273,CUST-0033,6256.52,2025-10-14,2025-11-13,overdue,0.0
INV-01274,CUST-0086,100214.09,2025-11-06,2026-01-05,paid,100214.09
INV-01275,CUST-0128,4503.28,2025-04-15,2025-05-15,paid,4503.28
INV-01276,CUST-0148,89349.9,2024-12-14,2025-02-12,paid,89349.9
INV-01277,CUST-0005,4687.81,2025-07-14,2025-08-13,paid,4687.81
INV-01278,CUST-0036,3952.91,2025-08-18,2025-09-17,paid,3952.91
INV-01279,CUST-0108,12375.81,2025-09-13,2025-10-28,paid,12375.81
INV-01280,CUST-0007,38771.96,2025-01-24,2025-03-10,paid,38771.96
INV-01281,CUST-0019,103743.72,2025-05-16,2025-07-15,paid,103743.72
INV-01282,CUST-0146,6602.83,2024-11-16,2024-12-16,paid,6602.83
INV-01283,CUST-0136,7615.74,2025-01-23,2025-02-22,paid,7615.74
INV-01284,CUST-0029,950.01,2025-10-28,2025-11-27,paid,950.01
INV-01285,CUST-0042,3472.93,2026-01-10,2026-02-09,open,0.0
INV-01286,CUST-0067,4264.04,2025-03-29,2025-04-28,paid,4264.04
INV-01287,CUST-0024,18214.61,2025-04-23,2025-06-07,paid,18214.61
INV-01288,CUST-0144,104171.3,2025-03-12,2025-05-11,paid,104171.3
INV-01289,CUST-0104,3353.53,2024-11-18,2024-12-18,paid,3353.53
INV-01290,CUST-0093,6340.98,2025-03-13,2025-04-12,paid,6340.98
INV-01291,CUST-0028,2089.32,2025-12-13,2026-01-12,overdue,0.0
INV-01292,CUST-0009,2518.76,2025-09-14,2025-10-14,paid,2518.76
INV-01293,CUST-0124,860.37,2025-12-23,2026-01-22,open,0.0
INV-01294,CUST-0073,22507.56,2025-06-26,2025-08-10,paid,22507.56
INV-01295,CUST-0034,28614.02,2025-01-21,2025-03-07,paid,28614.02
INV-01296,CUST-0098,4897.69,2025-05-16,2025-06-15,paid,4897.69
INV-01297,CUST-0119,7139.03,2025-12-06,2026-01-05,overdue,0.0
INV-01298,CUST-0037,30149.41,2024-12-18,2025-02-01,paid,30149.41
INV-01299,CUST-0134,16949.54,2024-12-18,2025-02-01,paid,16949.54
INV-01300,CUST-0100,2066.15,2025-09-15,2025-10-15,paid,2066.15
INV-01301,CUST-0128,6535.45,2025-11-27,2025-12-27,overdue,0.0
INV-01302,CUST-0128,3911.06,2025-11-28,2025-12-28,paid,3911.06
INV-01303,CUST-0148,55336.85,2025-07-13,2025-09-11,overdue,0.0
INV-01304,CUST-0036,7787.6,2025-11-13,2025-12-13,paid,7787.6
INV-01305,CUST-0105,5147.63,2024-11-03,2024-12-03,paid,5147.63
INV-01306,CUST-0022,19461.8,2025-01-31,2025-03-17,paid,19461.8
INV-01307,CUST-0011,7830.74,2025-03-04,2025-04-03,overdue,0.0
INV-01308,CUST-0041,3494.6,2025-03-30,2025-04-29,paid,3494.6
INV-01309,CUST-0024,21305.72,2025-07-21,2025-09-04,paid,21305.72
INV-01310,CUST-0102,20159.0,2024-12-18,2025-02-01,paid,20159.0
INV-01311,CUST-0125,29580.18,2025-09-29,2025-11-13,paid,29580.18
INV-01312,CUST-0055,4761.55,2025-08-05,2025-09-04,paid,4761.55
INV-01313,CUST-0093,3725.82,2024-12-07,2025-01-06,paid,3725.82
INV-01314,CUST-0046,1563.03,2025-12-04,2026-01-03,paid,1563.03
INV-01315,CUST-0116,61972.19,2024-10-26,2024-12-25,paid,61972.19
INV-01316,CUST-0110,7725.24,2025-07-24,2025-08-23,paid,7725.24
INV-01317,CUST-0124,4516.3,2025-05-17,2025-06-16,paid,4516.3
INV-01318,CUST-0003,32407.53,2025-04-03,2025-05-18,paid,32407.53
INV-01319,CUST-0038,28242.2,2025-08-03,2025-09-17,paid,28242.2
INV-01320,CUST-0118,4245.84,2025-11-01,2025-12-01,paid,4245.84
INV-01321,CUST-0068,5917.15,2025-04-24,2025-05-24,paid,5917.15
INV-01322,CUST-0149,773.64,2025-11-27,2025-12-27,paid,773.64
INV-01323,CUST-0043,18214.48,2025-03-14,2025-04-28,paid,18214.48
INV-01324,CUST-0094,15568.06,2026-01-07,2026-02-21,open,0.0
INV-01325,CUST-0032,4243.48,2025-01-22,2025-02-21,paid,4243.48
INV-01326,CUST-0086,112634.89,2025-11-18,2026-01-17,open,0.0
INV-01327,CUST-0046,4961.69,2025-04-07,2025-05-07,paid,4961.69
INV-01328,CUST-0073,26713.18,2025-01-21,2025-03-07,paid,26713.18
INV-01329,CUST-0027,5372.18,2025-12-01,2025-12-31,paid,5372.18
INV-01330,CUST-0026,3830.78,2025-02-25,2025-03-27,paid,3830.78
INV-01331,CUST-0108,12800.78,2025-09-29,2025-11-13,paid,12800.78
INV-01332,CUST-0119,7309.95,2025-06-18,2025-07-18,paid,7309.95
INV-01333,CUST-0096,12837.78,2024-12-11,2025-01-25,paid,12837.78
INV-01334,CUST-0107,13454.41,2025-02-05,2025-03-22,paid,13454.41
INV-01335,CUST-0040,3308.04,2024-12-07,2025-01-06,paid,3308.04
INV-01336,CUST-0111,4668.05,2025-09-14,2025-10-14,paid,4668.05
INV-01337,CUST-0014,7489.55,2024-12-01,2024-12-31,paid,7489.55
INV-01338,CUST-0082,35844.37,2025-04-26,2025-06-25,overdue,0.0
INV-01339,CUST-0101,6216.29,2024-11-10,2024-12-10,paid,6216.29
INV-01340,CUST-0007,5403.83,2025-06-06,2025-07-21,paid,5403.83
INV-01341,CUST-0140,25012.78,2025-12-06,2026-01-20,open,0.0
INV-01342,CUST-0092,2297.91,2025-10-12,2025-11-11,paid,2297.91
INV-01343,CUST-0063,98002.9,2025-01-09,2025-03-10,paid,98002.9
INV-01344,CUST-0006,7885.98,2025-02-23,2025-03-25,paid,7885.98
INV-01345,CUST-0032,1563.77,2025-11-22,2025-12-22,paid,1563.77
INV-01346,CUST-0054,8523.51,2025-06-29,2025-08-13,paid,8523.51
INV-01347,CUST-0020,5655.02,2025-09-30,2025-10-30,paid,5655.02
INV-01348,CUST-0146,5049.91,2025-02-26,2025-03-28,paid,5049.91
INV-01349,CUST-0140,10543.59,2026-01-13,2026-02-27,open,0.0
INV-01350,CUST-0138,4384.96,2026-01-04,2026-02-03,open,0.0
INV-01351,CUST-0094,36450.03,2025-11-18,2026-01-02,paid,36450.03
INV-01352,CUST-0071,39923.75,2025-05-14,2025-07-13,paid,39923.75
INV-01353,CUST-0120,6567.59,2024-12-30,2025-01-29,paid,6567.59
INV-01354,CUST-0072,30289.46,2025-06-28,2025-08-27,paid,30289.46
INV-01355,CUST-0053,4158.74,2025-01-11,2025-02-10,paid,4158.74
INV-01356,CUST-0099,1997.91,2025-06-10,2025-07-10,paid,1997.91
INV-01357,CUST-0116,108944.97,2025-10-22,2025-12-21,paid,108944.97
INV-01358,CUST-0136,3487.3,2025-07-19,2025-08-18,overdue,0.0
INV-01359,CUST-0019,85695.46,2025-09-27,2025-11-26,paid,85695.46
INV-01360,CUST-0085,3990.32,2025-09-28,2025-10-28,partial,1363.92
INV-01361,CUST-0056,4707.19,2025-11-24,2025-12-24,partial,3042.41
INV-01362,CUST-0112,6600.46,2025-08-06,2025-09-05,paid,6600.46
INV-01363,CUST-0012,62123.72,2025-08-28,2025-10-27,paid,62123.72
INV-01364,CUST-0073,27528.33,2026-01-06,2026-02-20,open,0.0
INV-01365,CUST-0119,1482.94,2025-08-23,2025-09-22,paid,1482.94
INV-01366,CUST-0005,4024.2,2025-12-11,2026-01-10,paid,4024.2
INV-01367,CUST-0082,54582.45,2024-12-26,2025-02-24,paid,54582.45
INV-01368,CUST-0117,6865.04,2025-05-08,2025-06-07,paid,6865.04
INV-01369,CUST-0027,2180.11,2026-01-01,2026-01-31,open,0.0
INV-01370,CUST-0112,1776.44,2025-09-22,2025-10-22,overdue,0.0
INV-01371,CUST-0138,7505.83,2026-01-13,2026-02-12,open,0.0
INV-01372,CUST-0013,1062.82,2025-08-13,2025-09-12,overdue,0.0
INV-01373,CUST-0044,4875.9,2025-11-06,2025-12-06,paid,4875.9
INV-01374,CUST-0106,64677.97,2025-02-23,2025-04-24,paid,64677.97
INV-01375,CUST-0072,97264.4,2025-08-04,2025-10-03,paid,97264.4
INV-01376,CUST-0063,84713.43,2025-02-12,2025-04-13,paid,84713.43
INV-01377,CUST-0127,2093.57,2025-12-16,2026-01-15,paid,2093.57
INV-01378,CUST-0136,6938.44,2025-04-27,2025-05-27,paid,6938.44
INV-01379,CUST-0040,4283.84,2024-11-07,2024-12-07,paid,4283.84
INV-01380,CUST-0103,1014.79,2025-10-11,2025-11-10,paid,1014.79
INV-01381,CUST-0148,30206.43,2025-02-18,2025-04-19,paid,30206.43
INV-01382,CUST-0069,4071.8,2026-01-01,2026-01-31,open,0.0
INV-01383,CUST-0068,7451.96,2025-11-16,2025-12-16,paid,7451.96
INV-01384,CUST-0014,2544.42,2025-06-04,2025-07-04,paid,2544.42
INV-01385,CUST-0109,2705.04,2025-10-08,2025-11-07,paid,2705.04
INV-01386,CUST-0013,2367.08,2025-02-19,2025-03-21,paid,2367.08
INV-01387,CUST-0148,43876.71,2025-09-01,2025-10-31,overdue,0.0
INV-01388,CUST-0026,6004.43,2025-09-25,2025-10-25,paid,6004.43
INV-01389,CUST-0053,5276.74,2025-07-22,2025-08-21,paid,5276.74
INV-01390,CUST-0123,2789.93,2025-01-02,2025-02-01,paid,2789.93
INV-01391,CUST-0018,11557.05,2025-10-22,2025-12-06,paid,11557.05
INV-01392,CUST-0046,7109.43,2025-09-02,2025-10-02,paid,7109.43
INV-01393,CUST-0091,4873.69,2025-05-18,2025-06-17,paid,4873.69
INV-01394,CUST-0059,22610.13,2025-04-22,2025-06-06,paid,22610.13
INV-01395,CUST-0116,93481.5,2025-05-09,2025-07-08,paid,93481.5
INV-01396,CUST-0091,5826.18,2025-08-14,2025-09-13,overdue,0.0
INV-01397,CUST-0124,2524.53,2025-11-19,2025-12-19,paid,2524.53
INV-01398,CUST-0037,22424.13,2025-07-17,2025-08-31,paid,22424.13
INV-01399,CUST-0093,6082.74,2025-10-02,2025-11-01,overdue,0.0
INV-01400,CUST-0140,39556.61,2025-05-30,2025-07-14,paid,39556.61
INV-01401,CUST-0090,3432.7,2025-07-30,2025-08-29,paid,3432.7
INV-01402,CUST-0088,5092.76,2024-11-14,2024-12-14,paid,5092.76
INV-01403,CUST-0089,1326.43,2025-08-21,2025-09-20,paid,1326.43
INV-01404,CUST-0075,4686.06,2025-03-02,2025-04-01,paid,4686.06
INV-01405,CUST-0076,3903.94,2026-01-08,2026-02-07,open,0.0
INV-01406,CUST-0079,20061.3,2026-01-13,2026-02-27,open,0.0
INV-01407,CUST-0013,1532.89,2025-09-09,2025-10-09,overdue,0.0
INV-01408,CUST-0023,2530.02,2025-01-15,2025-02-14,paid,2530.02
INV-01409,CUST-0021,2141.43,2025-08-20,2025-09-19,paid,2141.43
INV-01410,CUST-0026,7401.46,2025-09-04,2025-10-04,paid,7401.46
INV-01411,CUST-0083,4836.26,2024-11-30,2024-12-30,paid,4836.26
INV-01412,CUST-0022,24833.28,2025-08-16,2025-09-30,paid,24833.28
INV-01413,CUST-0112,1539.57,2025-11-27,2025-12-27,paid,1539.57
INV-01414,CUST-0110,3653.79,2025-05-22,2025-06-21,paid,3653.79
INV-01415,CUST-0108,31454.98,2025-12-01,2026-01-15,open,0.0
INV-01416,CUST-0096,26731.14,2025-11-11,2025-12-26,paid,26731.14
INV-01417,CUST-0101,3522.07,2025-11-12,2025-12-12,paid,3522.07
INV-01418,CUST-0015,6724.21,2025-08-30,2025-09-29,paid,6724.21
INV-01419,CUST-0075,4111.01,2025-04-01,2025-05-01,paid,4111.01
INV-01420,CUST-0014,2037.98,2025-01-21,2025-02-20,paid,2037.98
INV-01421,CUST-0058,5297.51,2025-02-04,2025-03-06,paid,5297.51
INV-01422,CUST-0030,20003.57,2025-12-12,2026-02-10,open,0.0
INV-01423,CUST-0134,13652.21,2025-11-27,2026-01-11,partial,3561.94
INV-01424,CUST-0048,2261.96,2024-11-22,2024-12-22,paid,2261.96
INV-01425,CUST-0113,5436.19,2024-11-02,2024-12-02,paid,5436.19
INV-01426,CUST-0062,71151.5,2025-10-20,2025-12-19,paid,71151.5
INV-01427,CUST-0075,1250.15,2025-02-08,2025-03-10,paid,1250.15
INV-01428,CUST-0119,6601.2,2025-06-16,2025-07-16,paid,6601.2
INV-01429,CUST-0100,4854.04,2026-01-10,2026-02-09,open,0.0
INV-01430,CUST-0011,7720.97,2025-07-18,2025-08-17,paid,7720.97
INV-01431,CUST-0129,35135.78,2024-11-03,2024-12-18,paid,35135.78
INV-01432,CUST-0039,85593.34,2025-07-19,2025-09-17,paid,85593.34
INV-01433,CUST-0036,6387.21,2025-08-26,2025-09-25,paid,6387.21
INV-01434,CUST-0047,29797.51,2025-03-27,2025-05-11,paid,29797.51
INV-01435,CUST-0083,7663.96,2025-03-20,2025-04-19,paid,7663.96
INV-01436,CUST-0041,1224.05,2025-09-19,2025-10-19,overdue,0.0
INV-01437,CUST-0060,6564.17,2024-12-16,2025-01-15,paid,6564.17
INV-01438,CUST-0108,7167.43,2025-12-14,2026-01-28,open,0.0
INV-01439,CUST-0019,96335.19,2025-06-03,2025-08-02,paid,96335.19
INV-01440,CUST-0097,39610.48,2025-11-08,2025-12-23,paid,39610.48
INV-01441,CUST-0113,2645.67,2025-02-02,2025-03-04,paid,2645.67
INV-01442,CUST-0150,5218.37,2026-01-03,2026-02-02,open,0.0
INV-01443,CUST-0009,1554.22,2024-11-27,2024-12-27,paid,1554.22
INV-01444,CUST-0136,1926.03,2025-05-06,2025-06-05,paid,1926.03
INV-01445,CUST-0144,33787.35,2024-11-05,2025-01-04,paid,33787.35
INV-01446,CUST-0133,1256.85,2025-08-16,2025-09-15,paid,1256.85
INV-01447,CUST-0006,6659.96,2025-09-23,2025-10-23,paid,6659.96
INV-01448,CUST-0041,1060.83,2025-08-21,2025-09-20,overdue,0.0
INV-01449,CUST-0080,26652.57,2025-06-25,2025-08-09,partial,10946.29
INV-01450,CUST-0016,2031.75,2025-11-05,2025-12-05,paid,2031.75
INV-01451,CUST-0016,4201.66,2025-09-17,2025-10-17,paid,4201.66
INV-01452,CUST-0089,7624.31,2025-12-10,2026-01-09,paid,7624.31
INV-01453,CUST-0142,38131.02,2025-05-15,2025-06-29,paid,38131.02
INV-01454,CUST-0111,2775.64,2025-05-16,2025-06-15,partial,1640.16
INV-01455,CUST-0098,5626.96,2025-01-31,2025-03-02,paid,5626.96
INV-01456,CUST-0110,1533.28,2025-04-09,2025-05-09,paid,1533.28
INV-01457,CUST-0095,1952.34,2025-07-19,2025-08-18,paid,1952.34
INV-01458,CUST-0138,843.35,2025-03-31,2025-04-30,paid,843.35
INV-01459,CUST-0015,924.91,2025-12-07,2026-01-06,overdue,0.0
INV-01460,CUST-0063,32971.62,2025-08-19,2025-10-18,paid,32971.62
INV-01461,CUST-0020,7537.78,2025-09-09,2025-10-09,overdue,0.0
INV-01462,CUST-0078,32307.29,2025-07-12,2025-08-26,paid,32307.29
INV-01463,CUST-0069,5733.29,2025-08-05,2025-09-04,paid,5733.29
INV-01464,CUST-0072,40355.49,2025-12-06,2026-02-04,open,0.0
INV-01465,CUST-0060,6064.31,2025-08-12,2025-09-11,paid,6064.31
INV-01466,CUST-0113,6231.44,2025-02-17,2025-03-19,paid,6231.44
INV-01467,CUST-0070,4911.8,2025-08-26,2025-09-25,paid,4911.8
INV-01468,CUST-0005,3369.41,2024-10-31,2024-11-30,paid,3369.41
INV-01469,CUST-0111,891.95,2025-04-18,2025-05-18,paid,891.95
INV-01470,CUST-0087,36760.74,2024-11-17,2025-01-01,paid,36760.74
INV-01471,CUST-0088,6719.3,2025-01-09,2025-02-08,overdue,0.0
INV-01472,CUST-0074,39681.19,2024-11-02,2024-12-17,paid,39681.19
INV-01473,CUST-0133,1719.12,2025-09-04,2025-10-04,paid,1719.12
INV-01474,CUST-0071,119880.61,2025-12-03,2026-02-01,open,0.0
INV-01475,CUST-0087,18811.04,2025-03-29,2025-05-13,paid,18811.04
INV-01476,CUST-0004,2801.71,2025-11-13,2025-12-13,overdue,0.0
INV-01477,CUST-0119,3799.32,2026-01-07,2026-02-06,open,0.0
INV-01478,CUST-0143,3564.58,2025-09-26,2025-10-26,paid,3564.58
INV-01479,CUST-0142,38365.27,2025-08-08,2025-09-22,paid,38365.27
INV-01480,CUST-0059,11107.34,2025-02-27,2025-04-13,paid,11107.34
INV-01481,CUST-0010,5633.31,2025-10-13,2025-11-12,paid,5633.31
INV-01482,CUST-0067,620.89,2025-09-06,2025-10-06,overdue,0.0
INV-01483,CUST-0061,1318.73,2025-07-20,2025-08-19,paid,1318.73
INV-01484,CUST-0107,27466.05,2025-12-10,2026-01-24,open,0.0
INV-01485,CUST-0007,26243.84,2025-08-01,2025-09-15,paid,26243.84
INV-01486,CUST-0076,733.68,2025-03-03,2025-04-02,paid,733.68
INV-01487,CUST-0007,26316.34,2025-11-22,2026-01-06,paid,26316.34
INV-01488,CUST-0089,3341.3,2025-09-27,2025-10-27,paid,3341.3
INV-01489,CUST-0021,7689.69,2025-12-07,2026-01-06,overdue,0.0
INV-01490,CUST-0108,30656.6,2025-04-15,2025-05-30,paid,30656.6
INV-01491,CUST-0121,4433.36,2025-02-12,2025-03-14,paid,4433.36
INV-01492,CUST-0063,96764.34,2024-12-02,2025-01-31,paid,96764.34
INV-01493,CUST-0030,44104.65,2025-01-26,2025-03-27,paid,44104.65
INV-01494,CUST-0093,4131.16,2025-02-15,2025-03-17,paid,4131.16
INV-01495,CUST-0033,2337.08,2025-04-15,2025-05-15,paid,2337.08
INV-01496,CUST-0088,1384.73,2025-08-08,2025-09-07,overdue,0.0
INV-01497,CUST-0051,7073.04,2025-10-15,2025-11-14,paid,7073.04
INV-01498,CUST-0026,7020.94,2025-11-12,2025-12-12,paid,7020.94
INV-01499,CUST-0019,71489.71,2025-11-09,2026-01-08,paid,71489.71
INV-01500,CUST-0062,49339.19,2025-01-16,2025-03-17,paid,49339.19
INV-01501,CUST-0012,93874.84,2025-12-09,2026-02-07,open,0.0
INV-01502,CUST-0112,6182.45,2025-08-20,2025-09-19,paid,6182.45
INV-01503,CUST-0131,35225.64,2025-12-04,2026-02-02,open,0.0
INV-01504,CUST-0098,3789.4,2025-08-04,2025-09-03,paid,3789.4
INV-01505,CUST-0025,2730.11,2025-09-19,2025-10-19,overdue,0.0
INV-01506,CUST-0074,18442.37,2025-08-03,2025-09-17,overdue,0.0
INV-01507,CUST-0054,23169.72,2025-06-09,2025-07-24,paid,23169.72
INV-01508,CUST-0071,63891.67,2025-05-11,2025-07-10,paid,63891.67
INV-01509,CUST-0028,5498.25,2025-09-19,2025-10-19,paid,5498.25
INV-01510,CUST-0011,4534.37,2025-04-14,2025-05-14,paid,4534.37
INV-01511,CUST-0095,2613.78,2025-10-03,2025-11-02,paid,2613.78
INV-01512,CUST-0029,5797.42,2025-01-14,2025-02-13,paid,5797.42
INV-01513,CUST-0068,6983.77,2025-12-02,2026-01-01,paid,6983.77
INV-01514,CUST-0057,7602.26,2025-01-08,2025-02-22,paid,7602.26
INV-01515,CUST-0132,97704.56,2025-02-05,2025-04-06,paid,97704.56
INV-01516,CUST-0134,11663.95,2025-08-06,2025-09-20,partial,6033.16
INV-01517,CUST-0036,3321.57,2025-03-21,2025-04-20,paid,3321.57
INV-01518,CUST-0128,1488.44,2025-08-24,2025-09-23,paid,1488.44
INV-01519,CUST-0055,3757.39,2026-01-14,2026-02-13,open,0.0
INV-01520,CUST-0108,14207.58,2025-01-28,2025-03-14,paid,14207.58
INV-01521,CUST-0124,5427.06,2025-04-19,2025-05-19,paid,5427.06
INV-01522,CUST-0101,3178.46,2025-03-15,2025-04-14,paid,3178.46
INV-01523,CUST-0074,38927.68,2025-06-15,2025-07-30,paid,38927.68
INV-01524,CUST-0030,89696.86,2025-07-22,2025-09-20,paid,89696.86
INV-01525,CUST-0126,3590.02,2025-03-14,2025-04-13,paid,3590.02
INV-01526,CUST-0016,6288.49,2025-04-03,2025-05-03,paid,6288.49
INV-01527,CUST-0114,3490.1,2025-06-12,2025-07-12,paid,3490.1
INV-01528,CUST-0079,19343.4,2025-05-31,2025-07-15,paid,19343.4
INV-01529,CUST-0029,5080.64,2025-03-07,2025-04-06,paid,5080.64
INV-01530,CUST-0086,96684.21,2025-07-19,2025-09-17,paid,96684.21
INV-01531,CUST-0093,1988.3,2025-04-16,2025-05-16,paid,1988.3
INV-01532,CUST-0096,19468.83,2025-07-30,2025-09-13,paid,19468.83
INV-01533,CUST-0006,7552.66,2024-12-25,2025-01-24,paid,7552.66
INV-01534,CUST-0059,32034.41,2025-02-26,2025-04-12,paid,32034.41
INV-01535,CUST-0097,19026.28,2025-02-14,2025-03-31,paid,19026.28
INV-01536,CUST-0107,5515.96,2026-01-05,2026-02-19,open,0.0
INV-01537,CUST-0039,93587.34,2025-11-28,2026-01-27,open,0.0
INV-01538,CUST-0083,4342.67,2025-06-12,2025-07-12,paid,4342.67
INV-01539,CUST-0068,4821.51,2025-02-14,2025-03-16,paid,4821.51
INV-01540,CUST-0073,23662.14,2025-01-21,2025-03-07,paid,23662.14
INV-01541,CUST-0101,6220.25,2025-07-09,2025-08-08,paid,6220.25
INV-01542,CUST-0115,4076.05,2025-07-10,2025-08-09,paid,4076.05
INV-01543,CUST-0022,24630.99,2025-11-28,2026-01-12,partial,12518.56
INV-01544,CUST-0146,2243.22,2024-12-22,2025-01-21,paid,2243.22
INV-01545,CUST-0087,10271.42,2024-11-14,2024-12-29,paid,10271.42
INV-01546,CUST-0144,68872.69,2024-12-05,2025-02-03,paid,68872.69
INV-01547,CUST-0132,105865.29,2025-04-06,2025-06-05,paid,105865.29
INV-01548,CUST-0004,4399.54,2025-10-25,2025-11-24,paid,4399.54
INV-01549,CUST-0030,108550.28,2025-12-27,2026-02-25,open,0.0
INV-01550,CUST-0141,18979.2,2025-06-15,2025-07-30,paid,18979.2
INV-01551,CUST-0070,2917.9,2025-04-23,2025-05-23,paid,2917.9
INV-01552,CUST-0096,26158.12,2025-04-25,2025-06-09,paid,26158.12
INV-01553,CUST-0035,4432.84,2025-10-23,2025-11-22,paid,4432.84
INV-01554,CUST-0002,90146.46,2025-08-09,2025-10-08,paid,90146.46
INV-01555,CUST-0025,5187.3,2025-12-15,2026-01-14,overdue,0.0
INV-01556,CUST-0004,2559.35,2025-10-09,2025-11-08,overdue,0.0
INV-01557,CUST-0095,6252.42,2025-03-02,2025-04-01,paid,6252.42
INV-01558,CUST-0027,2123.31,2025-01-06,2025-02-05,paid,2123.31
INV-01559,CUST-0134,27569.05,2025-03-21,2025-05-05,overdue,0.0
INV-01560,CUST-0122,1760.75,2025-09-30,2025-10-30,overdue,0.0
INV-01561,CUST-0037,21641.24,2025-10-23,2025-12-07,paid,21641.24
INV-01562,CUST-0109,4037.67,2025-02-09,2025-03-11,paid,4037.67
INV-01563,CUST-0099,4058.59,2025-01-19,2025-02-18,paid,4058.59
INV-01564,CUST-0043,34176.17,2025-02-25,2025-04-11,paid,34176.17
INV-01565,CUST-0126,6417.24,2025-01-25,2025-02-24,paid,6417.24
INV-01566,CUST-0094,21312.66,2024-11-04,2024-12-19,paid,21312.66
INV-01567,CUST-0144,119790.01,2024-10-24,2024-12-23,paid,119790.01
INV-01568,CUST-0114,4445.02,2025-07-15,2025-08-14,paid,4445.02
INV-01569,CUST-0095,4270.95,2025-09-08,2025-10-08,partial,2339.41
INV-01570,CUST-0015,6674.94,2025-03-29,2025-04-28,paid,6674.94
INV-01571,CUST-0122,7062.03,2024-12-28,2025-01-27,paid,7062.03
INV-01572,CUST-0040,6021.47,2025-01-19,2025-02-18,paid,6021.47
INV-01573,CUST-0031,3825.34,2025-12-18,2026-01-17,open,0.0
INV-01574,CUST-0050,26490.13,2025-02-14,2025-03-31,paid,26490.13
INV-01575,CUST-0082,36921.35,2025-01-17,2025-03-18,paid,36921.35
INV-01576,CUST-0107,28370.29,2024-11-13,2024-12-28,paid,28370.29
INV-01577,CUST-0038,14332.26,2025-01-07,2025-02-21,paid,14332.26
INV-01578,CUST-0001,2553.22,2025-08-09,2025-09-08,paid,2553.22
INV-01579,CUST-0023,7477.05,2025-04-01,2025-05-01,paid,7477.05
INV-01580,CUST-0006,1770.02,2024-12-19,2025-01-18,paid,1770.02
